engine_id,cycle,rpm,cht,egt,rul
1,63,1395.38,642.6,1592.14,129.0
1,64,1400.11,642.23,1584.51,128.0
1,65,1403.24,642.28,1584.72,127.0
1,66,1399.52,642.5,1588.5,126.0
1,67,1403.02,642.33,1590.22,125.0
1,68,1404.42,642.51,1582.06,124.0
1,69,1401.24,642.44,1590.7,123.0
1,70,1402.78,642.22,1584.02,122.0
1,71,1403.09,642.21,1580.41,121.0
1,72,1406.81,642.41,1579.25,120.0
1,73,1397.93,642.29,1592.04,119.0
1,74,1401.48,642.96,1584.65,118.0
1,75,1394.82,641.96,1582.32,117.0
1,76,1398.94,642.21,1589.21,116.0
1,77,1400.97,642.55,1586.3,115.0
1,78,1404.1,641.99,1580.76,114.0
1,79,1403.93,642.12,1582.46,113.0
1,80,1393.58,641.94,1591.96,112.0
1,81,1402.04,642.73,1584.82,111.0
1,82,1399.17,642.04,1589.07,110.0
1,83,1406.38,642.66,1588.05,109.0
1,84,1406.6,642.64,1585.52,108.0
1,85,1405.96,642.28,1590.12,107.0
1,86,1403.56,641.84,1588.8,106.0
1,87,1413.1,642.33,1586.69,105.0
1,88,1406.09,641.96,1581.29,104.0
1,89,1402.22,642.24,1584.73,103.0
1,90,1412.93,642.67,1584.38,102.0
1,91,1404.76,641.98,1584.84,101.0
1,92,1400.77,642.89,1590.03,100.0
1,93,1408.48,642.85,1593.74,99.0
1,94,1404.94,642.45,1583.27,98.0
1,95,1410.1,642.86,1577.6,97.0
1,96,1395.16,642.19,1584.07,96.0
1,97,1407.81,642.07,1595.77,95.0
1,98,1404.56,642.0,1591.11,94.0
1,99,1406.13,642.46,1592.73,93.0
1,100,1411.35,642.22,1589.63,92.0
1,101,1403.41,642.75,1584.18,91.0
1,102,1403.42,642.85,1589.11,90.0
1,103,1403.21,642.21,1581.27,89.0
1,104,1406.25,642.29,1590.63,88.0
1,105,1403.22,642.01,1588.28,87.0
1,106,1404.45,642.68,1589.05,86.0
1,107,1407.73,642.53,1595.13,85.0
1,108,1399.47,643.49,1585.91,84.0
1,109,1409.1,642.49,1586.45,83.0
1,110,1401.27,642.55,1590.01,82.0
1,111,1408.11,642.67,1584.38,81.0
1,112,1401.84,642.66,1586.46,80.0
1,113,1406.59,642.68,1590.85,79.0
1,114,1402.97,642.31,1588.42,78.0
1,115,1406.6,642.66,1594.84,77.0
1,116,1401.99,642.64,1580.31,76.0
1,117,1409.35,642.38,1589.77,75.0
1,118,1409.34,642.34,1585.67,74.0
1,119,1404.46,642.67,1596.8,73.0
1,120,1407.68,642.81,1593.78,72.0
1,121,1411.9,642.63,1593.56,71.0
1,122,1413.97,643.3,1593.68,70.0
1,123,1403.04,643.39,1586.66,69.0
1,124,1402.28,642.48,1587.14,68.0
1,125,1406.42,642.96,1585.47,67.0
1,126,1418.5,642.49,1582.64,66.0
1,127,1399.49,642.99,1586.9,65.0
1,128,1407.06,642.47,1593.87,64.0
1,129,1408.42,642.41,1591.33,63.0
1,130,1412.25,642.7,1585.9,62.0
1,131,1413.25,643.01,1585.78,61.0
1,132,1405.76,643.19,1596.06,60.0
1,133,1410.11,642.45,1592.64,59.0
1,134,1402.67,642.85,1583.62,58.0
1,135,1406.83,642.45,1585.55,57.0
1,136,1404.39,642.84,1584.72,56.0
1,137,1405.15,642.43,1594.69,55.0
1,138,1413.34,642.79,1589.82,54.0
1,139,1412.6,643.11,1592.28,53.0
1,140,1408.36,643.05,1590.89,52.0
1,141,1415.25,642.39,1590.02,51.0
1,142,1413.42,642.51,1595.29,50.0
1,143,1404.21,642.77,1593.1,49.0
1,144,1405.76,643.09,1591.89,48.0
1,145,1409.63,642.95,1594.92,47.0
1,146,1408.82,642.72,1586.75,46.0
1,147,1409.96,642.25,1594.85,45.0
1,148,1411.89,643.02,1590.03,44.0
1,149,1410.7,642.9,1592.78,43.0
1,150,1409.22,643.06,1589.01,42.0
1,151,1411.94,642.82,1592.39,41.0
1,152,1420.83,642.67,1598.6,40.0
1,153,1414.56,642.99,1589.17,39.0
1,154,1416.07,642.81,1597.03,38.0
1,155,1414.89,642.83,1590.4,37.0
1,156,1421.23,643.04,1585.61,36.0
1,157,1412.47,642.2,1598.04,35.0
1,158,1410.09,642.88,1596.82,34.0
1,159,1420.37,642.89,1589.54,33.0
1,160,1418.08,643.45,1590.65,32.0
1,161,1417.31,643.0,1594.2,31.0
1,162,1423.48,643.15,1592.22,30.0
1,163,1421.09,642.85,1600.54,29.0
1,164,1416.76,643.17,1598.96,28.0
1,165,1408.09,642.76,1597.03,27.0
1,166,1422.37,643.34,1596.72,26.0
1,167,1414.72,643.02,1593.83,25.0
1,168,1415.7,642.68,1591.19,24.0
1,169,1418.05,643.2,1590.16,23.0
1,170,1417.41,642.92,1592.71,22.0
1,171,1414.99,643.26,1592.06,21.0
1,172,1413.73,643.33,1591.71,20.0
1,173,1425.27,642.97,1590.69,19.0
1,174,1422.58,642.64,1599.81,18.0
1,175,1422.52,643.61,1603.29,17.0
1,176,1422.73,642.86,1592.27,16.0
1,177,1423.99,643.79,1602.02,15.0
1,178,1424.65,643.38,1605.33,14.0
1,179,1429.45,642.86,1592.56,13.0
1,180,1417.14,643.58,1599.87,12.0
1,181,1420.64,643.44,1596.71,11.0
1,182,1426.62,644.21,1602.08,10.0
1,183,1419.03,643.24,1597.23,9.0
1,184,1432.52,644.07,1605.44,8.0
1,185,1424.4,643.8,1603.46,7.0
1,186,1426.3,643.51,1595.16,6.0
1,187,1427.27,643.32,1592.1,5.0
1,188,1422.78,643.75,1602.38,4.0
1,189,1428.01,644.18,1596.17,3.0
1,190,1425.95,643.64,1599.22,2.0
1,191,1425.77,643.34,1602.36,1.0
1,192,1427.2,643.54,1601.41,0.0
2,1,1391.28,641.89,1583.84,286.0
2,2,1393.13,641.82,1587.05,285.0
2,3,1398.96,641.55,1588.32,284.0
2,4,1396.08,641.68,1584.15,283.0
2,5,1402.52,641.73,1579.03,282.0
2,6,1396.76,641.3,1577.5,281.0
2,7,1400.65,642.03,1587.49,280.0
2,8,1395.39,642.55,1590.41,279.0
2,9,1395.01,641.98,1581.99,278.0
2,10,1394.86,641.99,1586.37,277.0
2,11,1401.29,642.26,1589.21,276.0
2,12,1401.9,641.64,1579.99,275.0
2,13,1401.53,641.78,1586.77,274.0
2,14,1395.46,641.66,1584.04,273.0
2,15,1402.11,642.21,1579.84,272.0
2,16,1393.46,641.81,1581.99,271.0
2,17,1390.27,642.43,1583.58,270.0
2,18,1400.25,641.95,1588.43,269.0
2,19,1401.77,641.75,1576.84,268.0
2,20,1394.38,642.34,1582.94,267.0
2,21,1392.28,642.05,1579.51,266.0
2,22,1397.67,642.16,1580.18,265.0
2,23,1387.5,642.37,1580.89,264.0
2,24,1398.67,641.99,1580.97,263.0
2,25,1396.62,641.81,1585.38,262.0
2,26,1392.3,641.87,1575.38,261.0
2,27,1402.31,642.12,1585.44,260.0
2,28,1397.45,642.04,1581.6,259.0
2,29,1398.08,642.08,1583.78,258.0
2,30,1395.07,641.78,1590.32,257.0
2,31,1390.94,641.97,1579.86,256.0
2,32,1391.11,641.58,1584.52,255.0
2,33,1396.15,641.79,1585.17,254.0
2,34,1394.24,642.12,1584.08,253.0
2,35,1392.55,641.37,1575.73,252.0
2,36,1397.13,641.27,1581.56,251.0
2,37,1396.29,642.1,1585.63,250.0
2,38,1397.75,642.22,1585.15,249.0
2,39,1391.49,642.0,1585.69,248.0
2,40,1398.38,642.02,1582.69,247.0
2,41,1398.74,642.41,1578.97,246.0
2,42,1392.13,642.27,1579.21,245.0
2,43,1391.6,642.02,1580.59,244.0
2,44,1398.69,642.01,1584.33,243.0
2,45,1397.6,642.05,1586.41,242.0
2,46,1392.6,642.15,1575.45,241.0
2,47,1396.46,642.4,1583.85,240.0
2,48,1397.95,642.09,1586.71,239.0
2,49,1396.5,642.85,1583.86,238.0
2,50,1399.78,642.02,1577.86,237.0
2,51,1393.06,642.03,1585.34,236.0
2,52,1401.66,641.52,1588.48,235.0
2,53,1397.09,642.0,1584.9,234.0
2,54,1405.33,641.58,1583.46,233.0
2,55,1387.16,642.33,1585.59,232.0
2,56,1388.97,641.84,1587.04,231.0
2,57,1389.62,642.5,1584.13,230.0
2,58,1389.91,642.3,1582.93,229.0
2,59,1397.95,642.48,1584.24,228.0
2,60,1396.84,642.09,1584.57,227.0
2,61,1399.71,642.41,1585.45,226.0
2,62,1401.66,641.81,1577.87,225.0
2,63,1395.05,641.91,1575.83,224.0
2,64,1401.46,641.66,1581.65,223.0
2,65,1395.4,641.7,1582.59,222.0
2,66,1394.01,642.26,1584.6,221.0
2,67,1395.44,642.17,1587.63,220.0
2,68,1399.27,642.5,1577.16,219.0
2,69,1399.73,642.73,1586.47,218.0
2,70,1397.3,641.76,1593.24,217.0
2,71,1403.09,642.39,1586.68,216.0
2,72,1393.85,642.48,1583.11,215.0
2,73,1400.98,641.73,1586.57,214.0
2,74,1396.13,642.39,1584.04,213.0
2,75,1390.64,641.64,1578.27,212.0
2,76,1399.66,642.01,1586.91,211.0
2,77,1395.38,641.97,1588.54,210.0
2,78,1394.24,642.44,1587.2,209.0
2,79,1398.51,641.62,1585.59,208.0
2,80,1394.0,641.37,1588.33,207.0
2,81,1390.12,641.72,1578.31,206.0
2,82,1402.78,641.86,1587.24,205.0
2,83,1398.81,641.73,1585.18,204.0
2,84,1402.26,642.41,1586.46,203.0
2,85,1398.33,641.73,1588.31,202.0
2,86,1399.12,641.85,1579.31,201.0
2,87,1399.51,642.36,1582.64,200.0
2,88,1398.17,642.23,1587.88,199.0
2,89,1394.07,641.95,1584.62,198.0
2,90,1405.34,642.06,1580.77,197.0
2,91,1399.47,642.09,1583.57,196.0
2,92,1399.17,642.36,1584.87,195.0
2,93,1392.48,642.21,1591.68,194.0
2,94,1395.39,642.1,1585.62,193.0
2,95,1402.79,642.56,1579.26,192.0
2,96,1399.59,642.42,1576.94,191.0
2,97,1400.5,642.04,1586.12,190.0
2,98,1401.08,641.73,1587.84,189.0
2,99,1400.97,642.04,1585.48,188.0
2,100,1402.72,642.04,1586.01,187.0
2,101,1397.81,641.96,1582.66,186.0
2,102,1407.05,642.44,1590.24,185.0
2,103,1392.16,642.05,1587.75,184.0
2,104,1397.31,642.41,1582.04,183.0
2,105,1397.45,641.94,1585.65,182.0
2,106,1402.62,641.87,1584.61,181.0
2,107,1402.93,642.52,1581.7,180.0
2,108,1396.25,642.24,1578.45,179.0
2,109,1392.9,642.12,1590.41,178.0
2,110,1398.47,642.29,1583.3,177.0
2,111,1393.76,642.24,1576.85,176.0
2,112,1397.2,642.49,1588.35,175.0
2,113,1404.74,641.95,1584.21,174.0
2,114,1397.05,642.13,1576.56,173.0
2,115,1401.33,642.16,1583.27,172.0
2,116,1398.39,642.38,1577.87,171.0
2,117,1395.4,641.97,1583.84,170.0
2,118,1400.99,641.95,1580.49,169.0
2,119,1401.87,642.67,1585.06,168.0
2,120,1394.39,642.01,1589.61,167.0
2,121,1391.52,642.04,1580.19,166.0
2,122,1405.27,642.08,1585.52,165.0
2,123,1403.23,642.11,1588.59,164.0
2,124,1399.26,642.37,1583.12,163.0
2,125,1397.94,642.71,1586.32,162.0
2,126,1403.41,642.07,1587.45,161.0
2,127,1400.81,642.26,1586.65,160.0
2,128,1397.34,641.54,1592.2,159.0
2,129,1400.25,641.66,1590.59,158.0
2,130,1409.98,642.06,1584.83,157.0
2,131,1394.26,641.96,1587.61,156.0
2,132,1398.78,642.01,1586.66,155.0
2,133,1393.87,642.84,1581.22,154.0
2,134,1406.2,642.76,1586.44,153.0
2,135,1404.56,642.02,1580.12,152.0
2,136,1402.67,642.06,1582.91,151.0
2,137,1406.79,642.46,1585.36,150.0
2,138,1398.95,642.34,1585.19,149.0
2,139,1400.87,642.63,1590.88,148.0
2,140,1403.14,642.29,1593.7,147.0
2,141,1403.25,642.07,1585.09,146.0
2,142,1401.27,641.91,1586.41,145.0
2,143,1400.49,642.31,1588.88,144.0
2,144,1401.21,642.02,1584.35,143.0
2,145,1403.53,642.01,1582.72,142.0
2,146,1405.09,642.52,1590.06,141.0
2,147,1394.58,642.27,1588.78,140.0
2,148,1398.3,642.65,1584.5,139.0
2,149,1404.41,642.03,1587.88,138.0
2,150,1393.74,642.62,1585.43,137.0
2,151,1398.31,642.54,1590.21,136.0
2,152,1400.9,642.38,1583.49,135.0
2,153,1397.52,641.96,1594.33,134.0
2,154,1413.28,642.34,1591.3,133.0
2,155,1397.45,642.17,1580.93,132.0
2,156,1399.13,642.15,1578.73,131.0
2,157,1400.63,642.04,1588.7,130.0
2,158,1404.68,641.99,1586.95,129.0
2,159,1399.71,641.81,1593.89,128.0
2,160,1409.72,642.53,1585.65,127.0
2,161,1396.32,642.08,1586.65,126.0
2,162,1401.23,641.71,1588.83,125.0
2,163,1396.2,642.88,1589.56,124.0
2,164,1405.5,642.82,1588.23,123.0
2,165,1402.96,642.17,1588.55,122.0
2,166,1394.26,641.79,1589.09,121.0
2,167,1395.35,642.25,1588.74,120.0
2,168,1404.01,642.55,1593.95,119.0
2,169,1406.06,642.26,1581.85,118.0
2,170,1405.93,642.14,1577.26,117.0
2,171,1410.34,642.21,1587.94,116.0
2,172,1398.26,642.07,1589.42,115.0
2,173,1403.22,642.66,1589.0,114.0
2,174,1403.24,642.34,1588.01,113.0
2,175,1398.37,642.46,1584.58,112.0
2,176,1405.47,642.32,1585.73,111.0
2,177,1400.31,642.35,1586.88,110.0
2,178,1404.39,642.43,1590.29,109.0
2,179,1399.3,642.33,1584.55,108.0
2,180,1402.27,642.5,1593.51,107.0
2,181,1399.24,642.01,1585.87,106.0
2,182,1406.61,642.39,1586.42,105.0
2,183,1406.15,642.6,1584.95,104.0
2,184,1408.13,642.43,1585.66,103.0
2,185,1407.11,642.66,1581.09,102.0
2,186,1404.35,642.8,1582.46,101.0
2,187,1407.54,642.69,1588.88,100.0
2,188,1402.72,642.64,1582.97,99.0
2,189,1403.09,642.81,1583.54,98.0
2,190,1405.73,642.48,1592.5,97.0
2,191,1407.64,642.23,1584.59,96.0
2,192,1404.07,642.18,1589.95,95.0
2,193,1399.59,642.13,1588.28,94.0
2,194,1404.64,643.1,1592.38,93.0
2,195,1410.18,643.24,1591.55,92.0
2,196,1408.59,642.64,1591.39,91.0
2,197,1403.29,642.55,1588.64,90.0
2,198,1402.91,643.21,1596.17,89.0
2,199,1409.39,642.44,1587.17,88.0
2,200,1406.28,642.74,1589.73,87.0
2,201,1400.92,642.31,1595.57,86.0
2,202,1408.72,642.56,1589.47,85.0
2,203,1410.33,641.95,1593.02,84.0
2,204,1404.01,642.46,1591.84,83.0
2,205,1409.11,642.65,1586.59,82.0
2,206,1411.14,642.51,1588.18,81.0
2,207,1402.94,642.73,1591.04,80.0
2,208,1407.93,642.6,1590.29,79.0
2,209,1409.2,642.27,1590.92,78.0
2,210,1396.99,642.88,1583.56,77.0
2,211,1409.23,642.8,1584.65,76.0
2,212,1406.43,642.54,1586.71,75.0
2,213,1407.38,642.39,1594.64,74.0
2,214,1402.21,642.39,1588.17,73.0
2,215,1411.63,642.97,1591.44,72.0
2,216,1408.68,642.46,1583.46,71.0
2,217,1407.97,643.3,1585.11,70.0
2,218,1412.7,642.91,1592.69,69.0
2,219,1412.91,642.88,1592.52,68.0
2,220,1406.68,642.87,1600.76,67.0
2,221,1408.21,643.09,1586.57,66.0
2,222,1411.66,643.16,1590.78,65.0
2,223,1406.28,643.06,1596.47,64.0
2,224,1414.63,642.86,1592.47,63.0
2,225,1409.87,642.68,1590.59,62.0
2,226,1408.9,643.23,1601.02,61.0
2,227,1410.4,642.8,1587.46,60.0
2,228,1406.88,642.67,1592.83,59.0
2,229,1407.69,642.32,1593.83,58.0
2,230,1412.71,642.68,1593.67,57.0
2,231,1404.68,642.99,1593.78,56.0
2,232,1411.66,642.98,1590.33,55.0
2,233,1413.34,642.96,1599.65,54.0
2,234,1412.07,643.49,1588.68,53.0
2,235,1406.42,642.63,1594.54,52.0
2,236,1410.66,643.01,1598.16,51.0
2,237,1419.76,643.14,1593.05,50.0
2,238,1413.73,643.13,1599.64,49.0
2,239,1417.49,642.73,1598.37,48.0
2,240,1406.54,642.61,1599.71,47.0
2,241,1418.33,643.14,1598.65,46.0
2,242,1408.71,643.77,1593.7,45.0
2,243,1411.41,643.04,1593.98,44.0
2,244,1413.04,642.88,1595.99,43.0
2,245,1418.05,642.7,1590.93,42.0
2,246,1420.2,642.85,1589.74,41.0
2,247,1413.56,642.88,1601.2,40.0
2,248,1417.22,643.06,1599.41,39.0
2,249,1419.19,643.79,1599.77,38.0
2,250,1415.35,643.15,1598.28,37.0
2,251,1418.61,642.47,1598.68,36.0
2,252,1422.69,642.83,1596.89,35.0
2,253,1416.12,643.01,1596.43,34.0
2,254,1423.55,643.31,1593.88,33.0
2,255,1412.73,643.48,1598.25,32.0
2,256,1421.46,642.92,1598.83,31.0
2,257,1426.94,643.06,1593.17,30.0
2,258,1421.07,642.93,1599.77,29.0
2,259,1416.63,642.78,1597.65,28.0
2,260,1419.41,642.94,1593.51,27.0
2,261,1419.92,643.69,1594.0,26.0
2,262,1418.2,643.05,1588.3,25.0
2,263,1422.82,643.16,1592.32,24.0
2,264,1424.48,643.47,1610.1,23.0
2,265,1420.27,643.03,1593.48,22.0
2,266,1422.54,643.14,1591.54,21.0
2,267,1422.12,642.96,1602.23,20.0
2,268,1419.61,643.1,1602.53,19.0
2,269,1419.23,643.11,1594.52,18.0
2,270,1424.27,643.12,1604.32,17.0
2,271,1425.06,643.87,1607.43,16.0
2,272,1426.7,643.27,1600.02,15.0
2,273,1418.55,643.71,1598.88,14.0
2,274,1427.83,643.18,1598.98,13.0
2,275,1421.8,643.67,1595.3,12.0
2,276,1429.66,643.82,1605.46,11.0
2,277,1424.78,643.91,1601.47,10.0
2,278,1423.67,643.44,1597.61,9.0
2,279,1426.95,643.64,1594.8,8.0
2,280,1422.89,643.63,1594.21,7.0
2,281,1424.36,643.6,1598.25,6.0
2,282,1426.87,643.94,1598.56,5.0
2,283,1429.67,643.78,1602.03,4.0
2,284,1430.04,643.91,1601.35,3.0
2,285,1431.17,643.67,1596.84,2.0
2,286,1429.57,643.44,1603.63,1.0
2,287,1430.84,643.85,1608.5,0.0
3,1,1398.13,642.04,1584.2,178.0
3,2,1398.62,642.66,1587.04,177.0
3,3,1401.1,642.07,1580.75,176.0
3,4,1395.76,642.5,1580.12,175.0
3,5,1394.05,641.97,1581.48,174.0
3,6,1397.98,642.65,1581.26,173.0
3,7,1405.76,642.62,1583.68,172.0
3,8,1401.86,642.23,1581.6,171.0
3,9,1398.3,642.6,1581.04,170.0
3,10,1400.07,642.72,1582.2,169.0
3,11,1400.59,641.94,1591.43,168.0
3,12,1404.93,642.61,1583.92,167.0
3,13,1403.52,642.63,1583.25,166.0
3,14,1396.35,642.16,1591.03,165.0
3,15,1398.77,641.83,1585.29,164.0
3,16,1392.15,642.65,1589.05,163.0
3,17,1395.76,642.78,1588.94,162.0
3,18,1402.3,642.26,1584.36,161.0
3,19,1402.82,642.05,1580.67,160.0
3,20,1394.57,642.25,1580.73,159.0
3,21,1398.83,642.18,1586.78,158.0
3,22,1405.28,642.34,1589.55,157.0
3,23,1395.59,642.07,1585.2,156.0
3,24,1395.73,642.24,1585.08,155.0
3,25,1390.93,642.24,1579.4,154.0
3,26,1401.63,641.61,1586.92,153.0
3,27,1400.85,642.36,1581.83,152.0
3,28,1400.68,641.48,1590.59,151.0
3,29,1396.05,642.01,1584.71,150.0
3,30,1398.1,642.21,1584.95,149.0
3,31,1393.95,642.33,1588.68,148.0
3,32,1400.58,642.55,1583.7,147.0
3,33,1403.93,641.82,1583.55,146.0
3,34,1397.47,642.83,1584.17,145.0
3,35,1396.92,642.08,1584.57,144.0
3,36,1399.12,642.06,1580.96,143.0
3,37,1396.65,641.68,1582.96,142.0
3,38,1401.83,641.72,1577.99,141.0
3,39,1400.8,641.94,1580.42,140.0
3,40,1403.24,641.97,1579.38,139.0
3,41,1394.92,642.79,1586.38,138.0
3,42,1404.49,642.61,1586.25,137.0
3,43,1401.51,642.58,1587.9,136.0
3,44,1395.48,642.21,1586.83,135.0
3,45,1398.33,642.15,1582.99,134.0
3,46,1401.55,642.42,1590.25,133.0
3,47,1395.3,642.26,1587.55,132.0
3,48,1392.94,642.01,1587.21,131.0
3,49,1396.11,642.16,1583.53,130.0
3,50,1402.64,642.51,1586.16,129.0
3,51,1401.05,642.39,1592.16,128.0
3,52,1404.99,642.29,1582.66,127.0
3,53,1399.78,642.02,1588.04,126.0
3,54,1407.04,642.03,1585.66,125.0
3,55,1399.08,642.41,1594.2,124.0
3,56,1403.97,642.73,1586.08,123.0
3,57,1398.55,642.56,1581.97,122.0
3,58,1403.99,642.52,1581.31,121.0
3,59,1397.56,642.31,1587.46,120.0
3,60,1405.66,641.8,1586.82,119.0
3,61,1392.35,642.5,1585.5,118.0
3,62,1403.57,642.18,1591.5,117.0
3,63,1398.98,642.1,1583.42,116.0
3,64,1404.68,642.53,1590.04,115.0
3,65,1400.69,641.69,1586.21,114.0
3,66,1397.9,642.25,1577.22,113.0
3,67,1403.87,642.0,1584.55,112.0
3,68,1400.37,642.94,1587.27,111.0
3,69,1404.2,642.05,1581.93,110.0
3,70,1397.09,642.54,1587.02,109.0
3,71,1401.19,642.9,1579.41,108.0
3,72,1389.86,642.25,1590.21,107.0
3,73,1400.06,642.42,1585.01,106.0
3,74,1405.76,642.75,1589.64,105.0
3,75,1406.98,642.25,1592.23,104.0
3,76,1405.34,642.52,1589.35,103.0
3,77,1405.99,642.98,1584.13,102.0
3,78,1400.53,642.43,1579.52,101.0
3,79,1403.49,642.31,1582.4,100.0
3,80,1405.37,641.74,1580.95,99.0
3,81,1402.65,642.55,1581.73,98.0
3,82,1400.4,642.24,1583.69,97.0
3,83,1398.73,642.27,1591.3,96.0
3,84,1400.62,642.18,1593.32,95.0
3,85,1414.11,641.95,1587.14,94.0
3,86,1401.01,642.69,1586.09,93.0
3,87,1402.17,642.32,1588.25,92.0
3,88,1400.09,642.27,1585.9,91.0
3,89,1404.14,642.33,1582.29,90.0
3,90,1406.26,642.36,1597.84,89.0
3,91,1399.5,641.99,1582.81,88.0
3,92,1400.27,642.29,1590.07,87.0
3,93,1409.21,642.1,1593.66,86.0
3,94,1401.08,642.58,1588.9,85.0
3,95,1406.13,642.37,1585.69,84.0
3,96,1400.62,642.89,1582.86,83.0
3,97,1408.05,642.94,1587.51,82.0
3,98,1403.62,642.4,1586.19,81.0
3,99,1398.72,642.67,1589.42,80.0
3,100,1404.16,642.29,1579.98,79.0
3,101,1405.55,642.24,1587.77,78.0
3,102,1408.84,642.63,1579.35,77.0
3,103,1395.4,642.28,1585.62,76.0
3,104,1403.37,642.46,1586.74,75.0
3,105,1397.73,641.85,1591.89,74.0
3,106,1405.62,642.51,1586.44,73.0
3,107,1410.67,642.36,1586.96,72.0
3,108,1405.94,642.98,1583.29,71.0
3,109,1402.77,642.48,1588.21,70.0
3,110,1403.14,642.92,1592.41,69.0
3,111,1401.73,642.25,1583.83,68.0
3,112,1400.61,642.65,1584.14,67.0
3,113,1408.52,642.5,1590.74,66.0
3,114,1407.81,642.46,1588.4,65.0
3,115,1400.56,642.22,1588.97,64.0
3,116,1407.84,642.62,1591.56,63.0
3,117,1402.28,642.76,1587.74,62.0
3,118,1408.53,642.26,1590.05,61.0
3,119,1398.22,642.0,1588.1,60.0
3,120,1408.79,642.6,1585.58,59.0
3,121,1413.79,642.27,1585.86,58.0
3,122,1406.06,642.72,1586.83,57.0
3,123,1408.04,642.49,1594.72,56.0
3,124,1405.29,642.0,1588.41,55.0
3,125,1405.04,642.82,1580.5,54.0
3,126,1409.96,642.76,1583.13,53.0
3,127,1395.95,642.67,1593.61,52.0
3,128,1409.32,642.22,1592.24,51.0
3,129,1405.91,643.1,1597.5,50.0
3,130,1410.11,642.57,1584.08,49.0
3,131,1406.13,642.5,1589.91,48.0
3,132,1408.51,642.35,1592.88,47.0
3,133,1409.48,642.62,1589.14,46.0
3,134,1406.61,642.45,1586.99,45.0
3,135,1407.5,642.52,1588.65,44.0
3,136,1405.41,642.6,1592.25,43.0
3,137,1409.77,642.75,1589.57,42.0
3,138,1407.3,642.3,1599.56,41.0
3,139,1415.14,643.08,1594.87,40.0
3,140,1414.46,642.87,1589.67,39.0
3,141,1412.02,643.08,1584.87,38.0
3,142,1413.05,643.03,1587.35,37.0
3,143,1402.45,642.48,1594.94,36.0
3,144,1416.18,642.48,1593.19,35.0
3,145,1403.51,642.65,1591.66,34.0
3,146,1413.64,643.71,1589.2,33.0
3,147,1411.55,643.07,1590.59,32.0
3,148,1421.05,642.69,1589.28,31.0
3,149,1414.51,643.26,1594.66,30.0
3,150,1407.58,643.08,1591.34,29.0
3,151,1420.87,643.04,1594.47,28.0
3,152,1411.65,643.34,1599.53,27.0
3,153,1416.95,642.89,1594.75,26.0
3,154,1414.53,643.15,1599.04,25.0
3,155,1413.92,642.83,1588.51,24.0
